row,col,fitted_celltype,Dataset,PCA1,PCA2,UMAP1,UMAP2,UMAP1_cluster,domain_cluster,Tumor_label,niche
cell_2567,90.16330698,85.844173202,Invasive_Tumor,SimSpace,-2.24392915014219,-3.60202408271296,9.96181081497641,-2.18248056022454,3,Domain 1,Tumor,1
cell_2568,90.00047704,89.940515748,Invasive_Tumor,SimSpace,-1.6244411556341,-3.2805068444034,9.8060195323226,-1.71925272194673,3,Domain 1,Tumor,1
cell_2569,89.74770165,95.044067217,Invasive_Tumor,SimSpace,-2.67225407751687,-3.11573062334099,11.6255280848739,7.70697261245917,9,Domain 1,Tumor,1
cell_2570,90.10280084,96.086996834,T_Cell_&_Tumor_Hybrid,SimSpace,-1.8192357316004,-2.09604303635455,8.88757775986167,-10.4668488368206,6,Domain 2,Stromal,1
cell_2571,91.21750926,1.104980707,Endothelial,SimSpace,3.87956176825874,-0.793465897066712,8.54474519455405,-20.249224172514,7,Domain 3,Tumor,1
cell_2572,91.14786091,4.905241908,Invasive_Tumor,SimSpace,-0.59578009758164,-2.68570691747385,7.58816789352866,-0.75827233640481,3,Domain 1,Tumor,1
cell_2573,91.12383098,5.728135975,Invasive_Tumor,SimSpace,-1.75687017128838,-2.40100244641658,7.67783616745444,3.34154988678168,3,Domain 1,Tumor,1
cell_2574,90.6251373,9.548004865,Invasive_Tumor,SimSpace,-3.47339506596781,-2.44894885217758,9.16257547104331,8.45471335800361,2,Domain 1,Tumor,1
cell_2575,90.8200227,10.821303781,Invasive_Tumor,SimSpace,-2.11556430507795,-3.11330764048362,8.36988424026938,1.16425324829291,3,Domain 1,Tumor,1
cell_2576,91.09641612,11.868656939,Macrophages_1,SimSpace,0.829598864438949,-2.75083139148401,5.97599433624716,-13.1383499964886,6,Domain 2,Stromal,1
cell_2577,90.98902236,13.861401928,Endothelial,SimSpace,5.89594914230999,-2.44349472708662,6.40770887100668,-20.446167455595,7,Domain 3,Tumor,1
cell_2578,91.10451152,27.831669256,Endothelial,SimSpace,8.8961341488208,-0.602712037627881,6.76909421646567,-21.3791355952435,7,Domain 3,Tumor,1
cell_2579,90.74673146,30.092124074,Endothelial,SimSpace,6.4309506770069,-0.6206960267025,6.35633920395346,-19.3268284663372,7,Domain 3,Tumor,1
cell_2580,90.98770105,30.945019568,Invasive_Tumor,SimSpace,3.20874479230456,-1.65363156511677,7.74690889084311,-3.20227788535882,3,Domain 1,Tumor,1
cell_2581,90.7220438,39.972569383,Invasive_Tumor,SimSpace,-2.28431389183021,-2.72852043132181,9.98755334579917,4.64636899383735,9,Domain 1,Tumor,1
cell_2582,90.60926429,41.842743126,Invasive_Tumor,SimSpace,-3.20395567552363,-2.2253677092313,5.25759481155844,8.47545291336249,4,Domain 1,Tumor,1
cell_2583,91.05915582,44.326355874,Invasive_Tumor,SimSpace,-4.24759486253912,-3.17879938454491,8.51412175857993,8.750082506258,2,Domain 1,Tumor,1
cell_2584,91.16851776,48.944794852,Prolif_Invasive_Tumor,SimSpace,-3.83946196353123,-2.54905166668263,3.30062984192343,8.21673919113349,4,Domain 1,Tumor,1
cell_2585,91.04912329,62.529769436,Prolif_Invasive_Tumor,SimSpace,-4.69169801758447,-2.30532448962786,4.00039218628378,9.99412967117499,4,Domain 1,Tumor,1
cell_2586,90.9934007,63.844553288,Invasive_Tumor,SimSpace,-4.83019145211137,-2.77457601844286,8.61630128586264,13.4086585179157,2,Domain 1,Tumor,1
cell_2587,90.68759713,66.734324324,Invasive_Tumor,SimSpace,-4.39304783980246,-2.84186283445031,10.4922253962752,9.4610781803913,2,Domain 1,Tumor,1
cell_2588,91.20122141,70.71976056,T_Cell_&_Tumor_Hybrid,SimSpace,-1.10106631477362,-3.59445658304891,8.51164602005454,-10.7207808360272,6,Domain 2,Stromal,1
cell_2589,90.99119102,73.092538575,Invasive_Tumor,SimSpace,-2.88572008469045,-3.60208662306422,12.0883309718368,6.39793206604194,9,Domain 1,Tumor,1
cell_2590,91.3919124,75.476337281,Invasive_Tumor,SimSpace,-3.88300306551945,-2.70006218800192,10.6413094874618,8.26073981674384,9,Domain 1,Tumor,1
cell_2591,91.18846286,81.758202835,Invasive_Tumor,SimSpace,-3.83084343318998,-4.4834110907079,8.09668992722006,6.16236544998359,2,Domain 1,Tumor,1
cell_2592,90.59897491,82.916226511,Invasive_Tumor,SimSpace,-4.02335980756091,-4.32972752300396,9.44841455185385,2.82465554626655,3,Domain 1,Tumor,1
cell_2593,91.15100994,83.842935716,Invasive_Tumor,SimSpace,-5.01646575381443,-3.55199310172078,10.0986125346419,11.3862500325031,2,Domain 1,Tumor,1
cell_2594,90.72069295,84.567089716,Prolif_Invasive_Tumor,SimSpace,-4.11934877355665,-3.36900094418642,9.21503900253745,2.58585049064826,3,Domain 1,Tumor,1
cell_2595,90.8481009,86.228916238,Invasive_Tumor,SimSpace,-4.11805342350262,-3.07132392460523,9.55199598038168,2.65339185150336,3,Domain 1,Tumor,1
cell_2596,90.94984866,88.809899641,Invasive_Tumor,SimSpace,-3.70728830957115,-3.38520924482208,9.26078580582114,2.90786982925605,3,Domain 1,Tumor,1
cell_2597,90.98118751,91.152824643,Invasive_Tumor,SimSpace,-4.00166861207139,-3.17031623176331,8.91197465622397,3.24033929260444,3,Domain 1,Tumor,1
cell_2598,91.07951304,95.263897954,Invasive_Tumor,SimSpace,-3.63329362082687,-3.20343996861643,11.8960816737411,7.25639296920966,9,Domain 1,Tumor,1
cell_2599,90.79542899,98.975935065,Prolif_Invasive_Tumor,SimSpace,-3.65565260970531,-1.4350042213376,2.54012583458396,8.69094516189765,4,Domain 1,Tumor,1
cell_2600,91.7698616,2.789138091,Endothelial,SimSpace,4.13509647609997,-1.33431895146607,7.94398854935141,-19.3099255427532,7,Domain 3,Tumor,1
cell_2601,92.12012104,3.448214495,Macrophages_1,SimSpace,2.76597944699264,-1.93773505787811,5.6792204257247,-13.4626536235027,6,Domain 2,Stromal,1
cell_2602,91.99734995,6.131951084,Invasive_Tumor,SimSpace,-3.18643562069986,-2.35757444379077,8.27063535416098,4.13625766189765,3,Domain 1,Tumor,1
cell_2603,92.03487461,7.428681102,Invasive_Tumor,SimSpace,-4.13402410803605,-1.96641189645287,10.0032822962997,9.72190333755683,2,Domain 1,Tumor,1
cell_2604,91.56126333,7.909824612,Invasive_Tumor,SimSpace,-4.25913974505429,-1.95049459954779,7.13418267929526,9.65370227249335,4,Domain 1,Tumor,1
cell_2605,91.96457252,9.093021493,Invasive_Tumor,SimSpace,-4.11090693876097,-1.88459014864876,9.10322927200766,9.63086463363837,2,Domain 1,Tumor,1
cell_2606,91.82185416,9.922451197,Invasive_Tumor,SimSpace,-3.07449432173955,-2.26509393361382,8.08796762192221,6.71764899643134,3,Domain 1,Tumor,1
cell_2607,91.81587473,11.878652886,Invasive_Tumor,SimSpace,0.523819547328648,-3.11393305587191,8.77390836441489,-3.19175754634667,3,Domain 1,Tumor,1
cell_2608,92.18438696,15.307311778,Endothelial,SimSpace,7.69568726425093,-0.999547066290628,6.19491695129843,-20.907743917387,7,Domain 3,Tumor,1
cell_2609,91.78086575,20.034231379,Endothelial,SimSpace,8.4648059909108,-1.31250863380286,5.74686835968466,-20.4753651484661,7,Domain 3,Tumor,1
cell_2610,91.78142068,24.002712644,Endothelial,SimSpace,9.37354808194963,-0.879101510999277,6.66199468338461,-21.2784581050091,7,Domain 3,Tumor,1
cell_2611,91.93379788,27.025704366,Invasive_Tumor,SimSpace,7.39770079970003,-1.52948946374164,8.61973165237876,-5.64371870605279,3,Domain 1,Tumor,1
cell_2612,92.09005777,29.02475702,Endothelial,SimSpace,9.69602076263622,-0.516863418929784,7.42807363235922,-21.7368054255657,7,Domain 3,Tumor,1
cell_2613,91.82319705,31.677462685,T_Cell_&_Tumor_Hybrid,SimSpace,5.02442552464554,-1.34450030620114,5.86480544769736,-10.9836878642254,6,Domain 2,Stromal,0
cell_2614,92.24682881,41.966018748,Invasive_Tumor,SimSpace,-3.61220710344846,-2.61650089361699,9.92432759964438,6.99593879135322,9,Domain 1,Tumor,1
cell_2615,92.28996951,46.343758227,Invasive_Tumor,SimSpace,-4.57478292958945,-2.76178418831715,6.57145379745932,12.7632546559162,2,Domain 1,Tumor,1
cell_2616,91.82371059,47.159055213,Prolif_Invasive_Tumor,SimSpace,-4.29959213290214,-2.54594011349166,2.4487676497695,9.47281028183173,4,Domain 1,Tumor,1
cell_2617,91.95098365,50.887562762,Prolif_Invasive_Tumor,SimSpace,0.225569479188551,-2.47033669752449,12.5161435481307,1.73467446716498,9,Domain 1,Tumor,1
cell_2618,91.84426491,58.038790055,Invasive_Tumor,SimSpace,-5.22017887205181,-2.51755044972838,6.05270408356162,13.2324633732624,2,Domain 1,Tumor,1
cell_2619,91.66292358,59.25206152,Prolif_Invasive_Tumor,SimSpace,-4.81552161942041,-2.48840988753165,3.28901265823813,10.3236403599567,4,Domain 1,Tumor,1
cell_2620,92.06060221,60.066524629,Invasive_Tumor,SimSpace,-4.66344545367571,-2.61432687625105,4.56812404358359,10.3881802693195,4,Domain 1,Tumor,1
cell_2621,92.14671897,63.499198912,Invasive_Tumor,SimSpace,-4.60033810307316,-2.69650483505758,6.85278056824179,13.5176053181477,2,Domain 1,Tumor,1
cell_2622,92.40237285,67.0669745,Invasive_Tumor,SimSpace,-4.4240837319216,-3.36919518965131,10.7953498240706,8.38927127273749,9,Domain 1,Tumor,1
cell_2623,91.8205181,69.048817026,Invasive_Tumor,SimSpace,-3.2918007508737,-2.98484200370436,11.2912852641341,6.38752890976142,9,Domain 1,Tumor,1
cell_2624,92.26724702,72.783705092,Invasive_Tumor,SimSpace,-3.45573685485947,-3.16469978782509,4.26557086670371,8.1974005833454,4,Domain 1,Tumor,1
cell_2625,92.26847074,73.665757882,Invasive_Tumor,SimSpace,-3.57658391212584,-2.99929596497795,11.1009290095565,8.07229758651923,9,Domain 1,Tumor,1
cell_2626,92.03957066,75.205890301,Invasive_Tumor,SimSpace,-4.18209949709337,-2.71688872556353,10.6215331431624,9.005941881258,2,Domain 1,Tumor,1
cell_2627,92.1204327,76.92088954,Prolif_Invasive_Tumor,SimSpace,-3.38316840911242,-2.67561265711996,6.46609901154013,8.7150597706623,4,Domain 1,Tumor,1
cell_2628,92.17465461,79.847043606,Invasive_Tumor,SimSpace,-3.71438098441877,-3.62343176376915,7.96979497635336,6.55933858307075,2,Domain 1,Tumor,1
cell_2629,92.39481999,81.112800302,Macrophages_1,SimSpace,-3.22005213380958,-3.52985461191656,6.08636068069907,-12.6724963053875,6,Domain 2,Stromal,1
cell_2630,92.09556171,81.877214138,Invasive_Tumor,SimSpace,-4.11820539204139,-3.88991030809095,7.74103044235678,6.18943692596625,2,Domain 1,Tumor,1
cell_2631,91.98797242,84.141127323,Prolif_Invasive_Tumor,SimSpace,-5.2566858248318,-3.12625462110707,3.70820449554892,10.2331633702106,4,Domain 1,Tumor,1
cell_2632,91.82676624,87.048214465,Prolif_Invasive_Tumor,SimSpace,-4.70770843350717,-3.02846162535281,3.08245729172202,9.83795215042304,4,Domain 1,Tumor,1
cell_2633,92.06106415,88.87494709,Invasive_Tumor,SimSpace,-4.75616941698532,-3.10052338658169,6.80116723740073,12.014580263216,2,Domain 1,Tumor,1
cell_2634,92.20483299,91.051519194,Prolif_Invasive_Tumor,SimSpace,-4.84036364100835,-2.97986064717997,8.15988134109946,14.0784402027912,2,Domain 1,Tumor,1
cell_2635,92.04892207,95.70470002,Invasive_Tumor,SimSpace,-4.19174837054054,-2.96614223849856,11.8193471308944,7.74456550033759,9,Domain 1,Tumor,1
cell_2636,92.84401535,6.087926104,Invasive_Tumor,SimSpace,-3.20628226513922,-1.40625181479806,10.8440749522445,9.56841327102851,4,Domain 1,Tumor,1
cell_2637,93.01781524,7.897317908,Invasive_Tumor,SimSpace,-4.42851136366183,-1.7942084859489,10.4291694041488,9.93232680710029,2,Domain 1,Tumor,1
cell_2638,92.9741693,12.992618696,Invasive_Tumor,SimSpace,3.6831995902556,-2.55316918966804,8.88325093948813,-5.09857486335565,3,Domain 1,Tumor,1
cell_2639,93.05294775,21.24681291,Invasive_Tumor,SimSpace,3.51129990026155,-1.80302793936147,8.61467241013022,-5.01367901412774,3,Domain 1,Tumor,1
cell_2640,92.66763033,26.006218786,Macrophages_1,SimSpace,10.1113363450506,-0.67225472396609,5.75780080521079,-14.6332993373089,6,Domain 2,Stromal,1
cell_2641,93.11015772,28.869075792,Stromal,SimSpace,10.2212139429654,-1.54108969027008,1.9939451094863,-15.5404972895794,6,Domain 2,Stromal,0
cell_2642,93.11908463,38.197285823,T_Cell_&_Tumor_Hybrid,SimSpace,4.21438716896625,-2.51131106981435,-1.67024643456964,-12.7438483103924,6,Domain 2,Stromal,0
cell_2643,93.08897069,43.99088852,Invasive_Tumor,SimSpace,-4.51479055128157,-2.4402511334198,7.48050283157797,10.8366332188435,2,Domain 1,Tumor,1
cell_2644,92.99924744,46.240656422,Invasive_Tumor,SimSpace,-4.83289440784693,-2.78543360491126,7.48778890335532,12.9731507435627,2,Domain 1,Tumor,1
cell_2645,92.63881275,51.850827534,Prolif_Invasive_Tumor,SimSpace,3.29179846731411,-2.46646449481069,4.27745794022055,-4.21550367919732,9,Domain 1,Tumor,1
cell_2646,92.99613544,53.940430878,Prolif_Invasive_Tumor,SimSpace,4.04530885300396,-2.14264536251798,4.2336695071456,-4.27625344840814,9,Domain 1,Tumor,1
cell_2647,93.212143,57.803552939,Prolif_Invasive_Tumor,SimSpace,-4.89152448161902,-2.19611792436949,3.0915706034896,9.34368945511054,4,Domain 1,Tumor,1
cell_2648,92.82797422,61.735634953,Invasive_Tumor,SimSpace,-4.50679102190972,-2.80517439650092,4.58094571793051,11.3129544392414,4,Domain 1,Tumor,1
cell_2649,92.60214611,63.032671364,Prolif_Invasive_Tumor,SimSpace,-4.74172582109894,-2.89614894078444,2.88060973846884,9.93438006790351,4,Domain 1,Tumor,1
cell_2650,92.69188841,64.875006553,Invasive_Tumor,SimSpace,-4.35295729116793,-3.33197713039596,9.3622472163436,9.07370520981025,9,Domain 1,Tumor,1
cell_2651,93.06280514,66.851657517,Invasive_Tumor,SimSpace,-3.98982512541043,-3.3121743668593,11.2975232478377,7.95250178726386,9,Domain 1,Tumor,1
cell_2652,93.0745752,68.027244556,Invasive_Tumor,SimSpace,-3.98401122946723,-2.71452089705733,11.3064772959945,7.95491935165595,9,Domain 1,Tumor,1
cell_2653,93.17725864,75.788110115,Invasive_Tumor,SimSpace,-3.68368365265549,-2.45675961789145,9.67498372757407,8.9157433644123,2,Domain 1,Tumor,1
cell_2654,92.9889482,77.983805212,Invasive_Tumor,SimSpace,-3.45682378297514,-2.72586253647442,9.74203466141196,8.59467173965644,2,Domain 1,Tumor,1
cell_2655,92.69993432,81.895090364,Invasive_Tumor,SimSpace,-4.1573246603224,-3.63084760476174,7.64052747452231,6.30993987472724,2,Domain 1,Tumor,1
cell_2656,92.83629917,88.36765317,Invasive_Tumor,SimSpace,-4.69403719260333,-3.13578874595154,6.59395383560629,12.234511865694,2,Domain 1,Tumor,1
cell_2657,93.16376787,89.832785695,Prolif_Invasive_Tumor,SimSpace,-4.90298784846459,-3.10591394531901,3.28279947006674,10.2532363072224,4,Domain 1,Tumor,1
cell_2658,93.02809918,91.728168423,Invasive_Tumor,SimSpace,-5.02412865974444,-2.91154768792754,7.8659846659896,14.1020636692829,2,Domain 1,Tumor,1
cell_2659,93.12996593,92.889301365,Invasive_Tumor,SimSpace,-5.06034298239663,-3.1130951691981,7.39568780624838,12.7827525273151,2,Domain 1,Tumor,1
cell_2660,93.08695776,96.030947314,Invasive_Tumor,SimSpace,-4.21425450244975,-2.54858981944812,7.34784196579428,9.70860339554023,2,Domain 1,Tumor,1
cell_2661,92.95900789,97.824427745,Prolif_Invasive_Tumor,SimSpace,-4.07897204156364,-1.88177405895235,3.74633954727622,8.13263751419257,4,Domain 1,Tumor,1
cell_2662,93.96519863,-0.110904628,Invasive_Tumor,SimSpace,-0.0587697913724302,-1.96885207061897,9.84522985184165,-0.963534997385034,3,Domain 1,Tumor,1
cell_2663,94.37142045,3.744822167,Invasive_Tumor,SimSpace,-1.53478031382457,-1.88274999963146,9.3843247767684,1.4899358883686,3,Domain 1,Tumor,1
cell_2664,94.08293485,6.83054488,Invasive_Tumor,SimSpace,-4.64468596764641,-1.99128157356593,7.80992387497397,9.65608741195869,2,Domain 1,Tumor,1
cell_2665,93.97428249,8.067898028,Invasive_Tumor,SimSpace,-4.30231317195577,-1.89948228570278,6.12914727890463,9.03924418838691,4,Domain 1,Tumor,1
cell_2666,94.091084,14.177356788,Endothelial,SimSpace,8.15698766284898,-1.24568114790204,6.80070470535727,-21.8852543696575,7,Domain 3,Tumor,1
cell_2667,94.04458116,22.079400162,Endothelial,SimSpace,5.22354373704423,-1.30168870581962,7.29998754227133,-20.2815670832806,7,Domain 3,Tumor,1
cell_2668,93.56852873,29.192591929,Stromal,SimSpace,9.90414006496919,-1.95758752703433,1.45855401718588,-15.6559824809246,6,Domain 2,Stromal,0
cell_2669,94.1300169,30.98405462,CD8+_T_Cells,SimSpace,10.5983153536925,-1.28808248086625,-1.40720684564142,-13.0459112986736,6,Domain 2,Stromal,0
cell_2670,94.36418785,32.128968559,Stromal,SimSpace,8.46421393659524,-1.62333436875901,-0.00355668103723006,-15.8446812495403,6,Domain 2,Stromal,0
cell_2671,93.84394403,35.08093437,T_Cell_&_Tumor_Hybrid,SimSpace,6.45432361930455,-1.32550537996907,-1.93035126960306,-12.7618975505047,6,Domain 2,Stromal,0
cell_2672,94.29080715,35.995743401,Stromal,SimSpace,7.68880326350967,-0.995973893298987,0.136684524655061,-15.7920651301556,6,Domain 2,Stromal,0
cell_2673,93.94862606,51.512373488,CD8+_T_Cells,SimSpace,6.33116957239165,-2.04395049815636,-1.08815990126161,-11.1975426539593,6,Domain 2,Stromal,1
cell_2674,94.05869428,52.966857891,CD8+_T_Cells,SimSpace,8.44049521564124,-1.33841227176144,-1.1053412530425,-11.2786249980145,6,Domain 2,Stromal,1
cell_2675,94.214072,56.184471017,Invasive_Tumor,SimSpace,-0.515169495771105,-2.20881276668807,4.58802341186972,-3.6453032359295,9,Domain 1,Tumor,1
cell_2676,93.85599971,57.838902171,Prolif_Invasive_Tumor,SimSpace,-4.33248095507885,-2.01143017252764,4.14229272568198,8.22436095627021,4,Domain 1,Tumor,1
cell_2677,94.24849878,60.363531738,Invasive_Tumor,SimSpace,-4.90584011365991,-3.34846992979227,7.63724397385092,11.5250592366047,2,Domain 1,Tumor,1
cell_2678,93.75715654,63.165315894,Prolif_Invasive_Tumor,SimSpace,-4.59553535858972,-2.65197110528058,3.04193781578513,9.17208053024482,4,Domain 1,Tumor,1
cell_2679,93.82496905,65.303703538,Invasive_Tumor,SimSpace,-4.14917458518273,-3.38999598666785,4.78015874588461,8.25772811325263,9,Domain 1,Tumor,1
cell_2680,93.88129594,66.352690654,T_Cell_&_Tumor_Hybrid,SimSpace,-2.79935685359319,-3.36697793842502,8.53743337357016,-11.3445668086224,6,Domain 2,Stromal,1
cell_2681,94.13240107,67.579864081,Invasive_Tumor,SimSpace,-3.96818353345213,-3.11792920993016,11.5185191508529,7.74122573288154,9,Domain 1,Tumor,1
cell_2682,93.93182512,69.191462481,Invasive_Tumor,SimSpace,-3.89552462903863,-3.01546166478959,11.2460553523299,8.07256652267646,9,Domain 1,Tumor,1
cell_2683,93.69600511,74.049575054,Invasive_Tumor,SimSpace,-3.92150851752481,-2.55957744041167,9.72603486740561,10.3917632237263,2,Domain 1,Tumor,1
cell_2684,93.95669343,76.236514367,Invasive_Tumor,SimSpace,-3.06324504139624,-2.78685531057183,6.88886808121176,8.53457785995673,4,Domain 1,Tumor,1
cell_2685,93.84315572,77.195703868,Invasive_Tumor,SimSpace,-2.32276444794161,-2.60569480793456,6.8408529635665,8.28521968277167,4,Domain 1,Tumor,1
cell_2686,94.14625872,77.885367114,Invasive_Tumor,SimSpace,-2.89058719395509,-2.57983783523334,11.0447575923202,7.79497481735419,9,Domain 1,Tumor,1
cell_2687,93.93135299,79.803110787,Invasive_Tumor,SimSpace,-2.8873877075557,-3.00794190415173,11.1009414073226,6.08143664749335,9,Domain 1,Tumor,1
cell_2688,94.01415482,80.801162729,Invasive_Tumor,SimSpace,-3.49869843330488,-3.03013495226615,11.5101754542586,6.47555734070014,9,Domain 1,Tumor,1
cell_2689,93.91890551,84.03386162,Prolif_Invasive_Tumor,SimSpace,-5.0937627595605,-2.13211331581978,4.84498523437949,9.62581302078437,4,Domain 1,Tumor,1
cell_2690,94.08678779,84.813657145,Invasive_Tumor,SimSpace,-4.82361841735829,-2.28945663097944,8.69642709457846,10.714871896822,2,Domain 1,Tumor,1
cell_2691,93.96328185,91.809127368,Prolif_Invasive_Tumor,SimSpace,-5.04279315405951,-2.74504267870737,3.41576932632895,10.0987868443317,4,Domain 1,Tumor,1
cell_2692,94.06503974,92.877478695,Invasive_Tumor,SimSpace,-4.90483416924637,-2.68044782030265,6.24021886551352,10.3787541523762,4,Domain 1,Tumor,1
cell_2693,93.48132229,94.065295137,Invasive_Tumor,SimSpace,-4.849798759391,-2.82320011009758,9.39742158615561,13.2427621022053,2,Domain 1,Tumor,1
cell_2694,94.01945018,95.839686101,Prolif_Invasive_Tumor,SimSpace,-4.20871224746552,-2.1969427066387,5.25404905045004,10.589308275301,4,Domain 1,Tumor,1
cell_2695,94.08278273,97.209709271,Prolif_Invasive_Tumor,SimSpace,-3.97486739841885,-1.70624506432831,3.71517060959311,8.04642535598945,4,Domain 1,Tumor,1
cell_2696,93.96014399,97.843684296,Prolif_Invasive_Tumor,SimSpace,-3.720783735964,-1.91539407151264,4.01476882660361,8.07147551925849,4,Domain 1,Tumor,1
cell_2697,94.13387849,99.273496692,Invasive_Tumor,SimSpace,-2.84155668975474,-1.83359084462176,11.9405734416244,3.69566775711249,9,Domain 1,Tumor,1
cell_2698,95.14772141,5.795714801,Invasive_Tumor,SimSpace,-4.45585179437844,-2.06703403381778,5.76339696609946,8.81643916519355,4,Domain 1,Tumor,1
cell_2699,95.26084278,6.959817182,Invasive_Tumor,SimSpace,-4.94340045460419,-2.20017086630899,11.6170279856917,10.4835724964924,2,Domain 1,Tumor,1
cell_2700,95.02096232,8.020510421,Invasive_Tumor,SimSpace,-4.62959582217008,-2.39823002750523,10.509236085057,10.4820380345173,2,Domain 1,Tumor,1
cell_2701,94.61723986,11.807278123,Endothelial,SimSpace,4.79505020603768,-1.86428796303203,7.09939073288413,-19.961382375639,7,Domain 3,Tumor,1
cell_2702,94.54290011,13.853073474,Macrophages_1,SimSpace,7.17611202847452,-1.34348918570324,5.94964002335043,-14.864717946928,6,Domain 2,Stromal,1
cell_2703,94.67963181,16.0493767,Endothelial,SimSpace,8.08750514866073,-1.57724641649544,6.58681367599936,-21.0704159602337,7,Domain 3,Tumor,1
